,location,year,km,fuel,gears,owners,kmpl,engine_size,power,seats,price
2105,7,2013,86000,0,0,1,22.74,796.0,47.3,5.0,241000.0
2106,11,2015,110000,1,1,1,15.73,1968.0,174.33,5.0,1900000.0
2107,6,2015,116000,1,0,2,23.59,1364.0,67.05,5.0,580000.0
2108,4,2016,41840,1,0,1,15.1,2179.0,140.0,7.0,1352000.0
2109,6,2015,19317,1,0,1,13.0,2982.0,168.7,7.0,2450000.0
2111,8,2017,25601,1,1,1,17.9,2143.0,201.15,5.0,5673000.0
2112,7,2015,83950,1,0,1,19.67,1582.0,126.2,5.0,994999.9999999999
2113,11,2012,60000,0,1,1,16.8,1497.0,118.0,5.0,550000.0
2114,6,2015,50000,1,1,1,17.11,1968.0,174.33,5.0,2500000.0
2115,9,2009,37000,0,0,1,17.3,993.0,60.0,5.0,100000.0
2116,6,2011,76976,0,0,2,19.7,796.0,46.3,5.0,215000.0
2117,8,2018,21684,0,1,1,21.4,1197.0,83.1,5.0,789000.0
2118,5,2015,62000,1,0,1,16.0,2179.0,140.0,7.0,1025000.0
2120,4,2017,59450,0,0,1,18.6,1197.0,81.86,5.0,753000.0
2121,4,2018,24465,1,1,1,19.27,2143.0,167.62,5.0,3945000.0000000005
2122,5,2014,55000,0,0,1,17.8,1497.0,117.3,5.0,584000.0
2123,10,2017,2000,0,0,1,18.88,1499.0,110.4,5.0,865000.0
2124,8,2017,25040,0,0,1,21.4,1197.0,83.1,5.0,774000.0
2125,2,2008,84000,0,0,1,20.36,1197.0,78.9,5.0,250000.0
2126,11,2007,170428,1,0,2,12.8,2494.0,102.0,8.0,570000.0
2127,10,2016,12573,0,0,1,21.4,1197.0,83.1,5.0,580000.0
2128,6,2012,88000,1,1,1,12.07,2967.0,241.4,7.0,3650000.0
2129,5,2012,86000,1,1,2,13.01,2199.0,194.3,7.0,950000.0
2131,10,2013,45000,0,0,1,17.0,1497.0,118.0,5.0,455000.0
2132,7,2012,51000,1,0,1,21.9,1396.0,90.0,5.0,390000.0
2133,11,2007,92000,1,0,1,13.6,2523.0,63.0,7.0,270000.0
2134,11,2017,29000,1,1,1,12.9,2755.0,174.5,7.0,3100000.0
2135,2,2009,70521,0,1,2,10.9,2497.0,215.0,5.0,1030000.0000000001
2136,9,2010,51000,1,1,1,16.07,1995.0,181.0,5.0,775000.0
2137,6,2012,52618,0,0,1,18.9,998.0,67.1,5.0,320000.0
2138,5,2013,68000,1,0,1,25.47,1248.0,88.5,7.0,484999.99999999994
2139,8,2016,29022,1,1,2,15.68,1999.0,177.0,5.0,3408000.0
2140,3,2017,80000,1,0,1,24.52,1248.0,88.5,7.0,810000.0
2141,3,2016,78000,1,0,2,25.0,1396.0,69.01,5.0,235000.0
2142,11,2012,100000,0,0,1,20.92,998.0,67.1,5.0,180000.0
2143,4,2015,31412,0,0,1,21.1,814.0,55.2,5.0,342000.0
2144,10,2010,78000,1,1,2,11.4,2953.0,153.86,7.0,534000.0
2145,6,2018,14000,1,1,1,12.62,2198.0,158.0,7.0,3199000.0
2146,2,2011,80000,1,0,1,20.54,1598.0,103.6,5.0,475000.0
2147,10,2014,46738,0,1,1,19.12,1373.0,91.1,5.0,610000.0
2148,4,2013,54884,0,0,2,21.1,814.0,55.2,5.0,369000.0
2149,5,2012,74500,1,1,2,14.16,1968.0,174.3,5.0,1500000.0
2150,4,2016,67472,1,0,1,16.0,2179.0,140.0,7.0,1450000.0
2151,6,2013,84000,1,0,1,28.4,1248.0,74.0,5.0,565000.0
2152,9,2011,77400,1,0,1,21.1,1248.0,73.9,5.0,250000.0
2153,10,2017,14470,1,1,1,19.71,2143.0,201.15,5.0,3850000.0
2154,9,2014,52108,1,0,1,19.01,1461.0,108.45,5.0,549000.0
2155,9,2013,40000,0,0,1,19.1,1197.0,85.8,5.0,355000.0
2156,7,2014,105044,1,0,1,12.99,2494.0,100.6,7.0,1075000.0
2157,5,2016,24347,0,0,1,15.8,1591.0,121.3,5.0,1100000.0
2158,1,2014,58000,1,0,1,21.79,1248.0,88.73,5.0,450000.0
2159,8,2014,49663,1,0,1,15.1,2179.0,140.0,7.0,842000.0
2160,10,2017,17000,0,1,1,18.0,1497.0,117.3,5.0,1160000.0
2161,8,2016,13418,1,1,1,16.36,2179.0,187.7,5.0,3363000.0000000005
2162,11,2008,117080,1,0,3,17.8,1399.0,68.0,5.0,225000.0
2163,10,2010,74000,0,1,1,10.8,2497.0,150.0,5.0,1295000.0
2165,4,2014,66882,1,1,1,17.68,1968.0,174.33,5.0,2502000.0
2166,8,2014,41460,0,0,1,18.5,1198.0,86.8,5.0,395000.0
2167,10,2011,57000,0,1,1,16.8,1497.0,118.0,5.0,440000.00000000006
2168,2,2015,34010,0,0,3,16.47,1198.0,73.9,5.0,495000.0
2169,11,2010,96813,1,0,2,12.05,2179.0,120.0,8.0,550000.0
2170,10,2011,84000,0,0,1,16.8,1497.0,116.3,5.0,325000.0
2171,8,2013,50004,0,0,1,15.0,1598.0,103.5,5.0,401999.99999999994
2172,4,2016,67995,1,0,1,16.0,2179.0,140.0,7.0,1173000.0
2173,3,2012,55000,1,0,1,15.0,1896.0,105.0,5.0,950000.0
2174,6,2017,14900,0,1,1,21.4,1197.0,83.1,5.0,860000.0
2175,7,2013,70961,1,0,1,25.8,1498.0,98.6,5.0,400000.0
2176,10,2015,40194,0,0,1,15.04,1598.0,103.2,5.0,555000.0
2177,6,2015,96000,0,0,1,22.74,796.0,47.3,5.0,250000.0
2178,10,2017,35000,1,1,1,18.0,2993.0,255.0,7.0,4160000.0
2179,5,2015,50000,0,1,1,18.0,1497.0,117.3,5.0,741000.0
2180,10,2014,50000,1,0,1,19.01,1461.0,108.5,5.0,650000.0
2181,10,2008,26299,0,0,1,19.7,796.0,46.3,5.0,120000.0
2182,2,2015,150386,1,0,1,14.24,2755.0,174.5,7.0,2300000.0
2183,9,2012,60000,1,0,1,21.9,1396.0,90.0,5.0,274000.0
2185,1,2017,80000,1,0,1,24.3,1248.0,88.5,5.0,800000.0
2186,3,2012,92000,1,0,3,22.32,1582.0,126.32,5.0,400000.0
2187,10,2016,13000,0,1,1,12.95,1999.0,152.88,5.0,1775000.0
2188,4,2013,73278,1,0,1,21.1,1248.0,73.9,5.0,505000.0
2189,10,2011,38000,0,1,1,10.8,1984.0,132.0,5.0,1200000.0
2190,8,2016,46936,1,1,1,13.0,2143.0,204.0,5.0,2960000.0
2191,7,2015,55000,1,0,1,19.87,1461.0,83.8,5.0,650000.0
2192,10,2014,19000,0,1,1,15.5,1198.0,86.7,5.0,475000.0
2193,4,2016,42259,1,1,1,9.0,1984.0,181.0,5.0,2436000.0
2194,10,2011,14000,0,0,2,17.5,1197.0,85.8,5.0,320000.0
2195,9,2016,16956,0,0,1,22.5,998.0,67.04,5.0,360000.0
2196,4,2017,15473,0,0,1,16.8,796.0,34.2,5.0,358000.0
2197,5,2011,75000,1,0,1,21.5,1248.0,88.8,5.0,250000.0
2198,1,2013,96000,1,0,2,23.5,1498.0,90.0,5.0,350000.0
2199,5,2015,25000,0,1,1,19.16,2494.0,158.2,5.0,2500000.0
2200,10,2010,38000,0,0,2,22.5,998.0,67.04,5.0,175000.0
2201,2,2005,54000,1,1,1,11.0,2987.0,198.5,5.0,1000000.0
2202,7,2018,4131,0,1,1,21.4,1197.0,83.1,5.0,775000.0
2203,6,2016,31700,0,0,1,18.7,1199.0,88.7,5.0,645000.0
2204,11,2017,66988,1,1,1,15.4,2179.0,120.0,7.0,1000000.0
2205,10,2014,54230,0,0,1,16.47,1198.0,74.0,5.0,450000.0
2206,9,2015,35000,0,0,1,17.0,1197.0,80.0,5.0,340000.0
2207,10,2010,62714,0,1,1,12.1,2362.0,164.7,5.0,450000.0
2208,6,2015,45295,0,0,1,18.9,998.0,67.1,5.0,430000.0
2209,11,2018,7000,1,1,1,18.12,1995.0,190.0,5.0,4600000.0
2210,3,2016,57000,0,1,1,24.07,998.0,67.1,5.0,340000.0
2211,5,2013,40100,1,1,1,14.84,2143.0,170.0,5.0,1450000.0
2213,10,2012,15000,0,0,1,18.6,1197.0,85.8,5.0,365000.0
2214,9,2014,14000,0,0,1,18.2,1199.0,82.5,5.0,300000.0
2215,1,2009,68000,1,0,2,23.0,1396.0,90.0,5.0,395000.0
2216,5,2012,83000,1,1,1,11.9,2496.0,163.2,5.0,675000.0
2217,8,2013,81504,1,0,1,21.43,1364.0,87.2,5.0,653000.0
2218,6,2015,73500,1,0,1,13.0,2982.0,168.5,7.0,2200000.0
2219,11,2013,52900,0,1,1,14.3,1598.0,103.52,5.0,475000.0
2220,10,2017,20000,0,1,1,16.5,1198.0,86.8,5.0,599000.0
2221,7,2011,46000,0,0,1,16.47,1198.0,73.9,5.0,305000.0
2222,5,2010,65000,0,0,1,16.47,1198.0,73.9,5.0,240000.0
2223,11,2007,42000,0,0,3,18.2,998.0,67.1,5.0,130000.0
2224,8,2016,36681,1,0,1,23.59,1364.0,67.06,5.0,671000.0
2225,1,2014,67000,1,0,2,15.1,2179.0,140.0,7.0,720000.0
2226,3,2016,18000,0,1,1,18.9,1197.0,82.0,5.0,540000.0
2227,8,2015,56409,1,0,1,22.7,1498.0,89.84,5.0,663000.0
2229,4,2018,20300,0,1,1,18.0,1497.0,117.3,5.0,1421000.0
2230,9,2010,45008,0,0,1,17.0,1497.0,118.0,5.0,300000.0
2233,6,2017,35358,1,1,1,11.36,2755.0,171.5,7.0,2299000.0
2234,5,2009,46946,0,0,2,18.5,1197.0,80.0,5.0,235000.0
2235,9,2012,39772,1,0,1,23.2,1248.0,73.94,5.0,285000.0
2236,5,2014,58000,1,1,1,17.68,1968.0,174.33,5.0,1850000.0
2238,6,2008,152000,0,0,2,13.5,1799.0,130.0,5.0,300000.0
2239,7,2016,42700,0,0,1,23.84,1199.0,84.0,5.0,360000.0
2240,6,2014,60000,1,1,1,16.55,1968.0,147.51,5.0,2400000.0
2241,4,2015,33195,0,0,1,19.1,1197.0,85.8,5.0,626000.0
2242,6,2010,110000,1,0,1,14.24,2755.0,174.5,7.0,1370000.0
2243,10,2016,52000,1,1,1,15.26,2143.0,203.2,5.0,3500000.0
2244,8,2015,64399,1,0,1,21.9,1396.0,90.0,5.0,501999.99999999994
2245,10,2015,55000,0,0,1,21.5,1197.0,81.8,5.0,310000.0
2246,2,2012,50000,1,0,1,20.54,1598.0,103.6,5.0,550000.0
2247,9,2014,33485,0,0,1,19.1,1197.0,85.8,5.0,359000.0
2248,9,2015,32000,1,0,1,20.4,1248.0,91.7,5.0,465000.00000000006
2249,2,2009,71400,0,0,3,17.0,1497.0,118.0,5.0,380000.0
2250,6,2016,41713,1,0,1,19.67,1582.0,126.2,5.0,1250000.0
2251,6,2017,46000,1,0,1,25.6,1498.0,98.6,5.0,1290000.0
2252,6,2015,52950,0,0,1,14.0,796.0,35.0,5.0,235000.0
2253,3,2015,29500,0,0,1,20.4,1197.0,81.8,5.0,415000.00000000006
2254,4,2012,63888,1,1,1,14.0,2987.0,224.0,5.0,2258000.0
2255,1,2016,60000,0,0,1,24.7,796.0,47.3,5.0,265000.0
2258,10,2013,78000,1,1,1,18.48,1995.0,177.0,5.0,1950000.0
2259,2,2015,59000,1,1,1,13.01,2199.0,194.3,7.0,2100000.0
2260,1,2012,95000,1,1,2,22.48,1995.0,190.0,5.0,1750000.0
2261,6,2010,84000,1,0,2,17.8,1399.0,68.0,5.0,241000.0
2263,4,2014,64557,1,1,2,12.7,2179.0,187.7,5.0,2993000.0
2265,9,2009,68078,0,0,1,19.7,796.0,46.3,5.0,102000.0
2266,7,2009,149706,1,0,1,11.5,2982.0,171.0,7.0,1100000.0
2268,10,2013,25984,0,0,1,15.8,1499.0,110.0,5.0,535000.0
2269,10,2017,15544,0,0,1,21.4,1197.0,83.1,5.0,565000.0
2270,10,2015,34000,1,1,1,23.8,1998.0,112.0,5.0,2200000.0
2271,10,2013,24000,0,1,1,17.01,1591.0,121.4,5.0,595000.0
2273,11,2014,52000,1,0,2,25.8,1498.0,98.6,5.0,409999.99999999994
2274,11,2012,135000,1,0,1,19.01,1461.0,108.45,5.0,540000.0
2275,5,2017,39000,1,0,1,23.0,1498.0,98.96,5.0,844999.9999999999
2276,7,2013,45306,1,1,2,11.2,2993.0,241.0,4.0,4250000.0
2277,10,2010,140000,1,0,1,14.24,2755.0,174.5,7.0,1075000.0
2279,8,2015,67415,1,1,1,11.18,2696.0,184.0,7.0,1103000.0
2280,9,2016,25562,0,0,1,23.1,998.0,67.04,5.0,350000.0
2281,7,2016,30292,0,0,1,18.6,1197.0,81.83,5.0,630000.0
2283,7,2017,62691,1,0,1,26.21,1248.0,88.5,5.0,750000.0
2284,11,2013,87000,1,1,1,17.11,1968.0,174.33,5.0,1550000.0
2285,5,2015,52513,0,0,1,18.0,1198.0,86.7,5.0,465000.00000000006
2286,8,2016,43983,0,1,1,15.63,1499.0,110.4,5.0,758000.0
2287,6,2013,90121,0,0,1,20.92,998.0,67.1,5.0,220000.00000000003
2288,2,2011,50000,1,1,3,16.77,2967.0,241.38,5.0,2100000.0
2289,9,2011,42500,1,1,1,18.33,1968.0,167.7,5.0,525000.0
2290,8,2016,62192,1,0,1,28.4,1248.0,74.0,5.0,522000.0
2291,3,2011,128000,1,0,3,19.2,1461.0,65.0,5.0,200000.0
2292,8,2018,38394,0,0,1,21.56,1462.0,103.25,5.0,918000.0
2293,4,2013,37287,0,0,1,26.0,624.0,35.0,4.0,174000.0
2294,5,2011,60000,0,1,1,16.8,1497.0,118.0,5.0,445000.0
2295,4,2017,39419,0,0,1,18.16,1196.0,86.8,5.0,495000.0
2297,10,2016,7000,0,0,1,18.88,1499.0,110.4,5.0,690000.0
2298,6,2011,85000,1,1,1,16.55,1968.0,147.51,5.0,1395000.0
2299,6,2013,51000,1,1,2,20.58,1995.0,143.0,5.0,1700000.0
2300,2,2012,90000,1,0,2,13.93,2179.0,138.03,7.0,459999.99999999994
2301,7,2010,105000,1,0,2,12.05,2179.0,120.0,8.0,521000.0
2302,4,2017,36458,0,0,1,15.29,1591.0,121.3,5.0,1234000.0
2303,3,2006,109000,0,0,1,16.9,1497.0,100.0,5.0,150000.0
2306,6,2010,45000,1,1,1,14.7,2993.0,241.4,6.0,4000000.0
2307,3,2008,68000,0,0,3,19.7,796.0,46.3,5.0,120000.0
2308,10,2011,54000,0,1,1,19.2,1197.0,80.0,5.0,290000.0
2309,5,2016,28000,0,1,1,14.62,1999.0,149.92,5.0,1390000.0
2310,5,2016,38500,1,0,2,28.09,1248.0,88.5,5.0,785000.0
2311,4,2016,17738,1,1,1,15.3,2993.0,258.0,5.0,5445000.0
2313,10,2011,47000,1,0,1,20.64,1498.0,108.5,5.0,325000.0
2314,10,2015,28005,0,0,1,17.8,1497.0,117.3,5.0,710000.0
2315,9,2017,13000,0,0,1,20.4,1197.0,81.8,5.0,465000.00000000006
2316,9,2012,67000,1,0,1,19.33,1968.0,138.1,5.0,500000.0
2317,5,2015,50000,0,0,1,18.6,1197.0,81.83,5.0,495000.0
2318,2,2014,55000,1,0,1,15.1,2179.0,140.0,7.0,980000.0000000001
2319,4,2019,9312,1,1,1,18.0,2987.0,258.0,5.0,7880000.0
2320,9,2015,30458,0,0,1,23.1,998.0,67.04,5.0,299000.0
2321,10,2014,46000,0,0,1,15.04,1598.0,103.2,5.0,445000.0
2322,11,2011,50000,0,0,2,23.9,624.0,37.48,4.0,75000.0
2324,3,2014,72563,1,0,2,22.77,1498.0,98.59,5.0,500000.0
2326,4,2015,58239,0,1,1,14.62,1999.0,149.92,5.0,969000.0
2327,4,2015,57934,1,0,1,18.2,1248.0,73.74,8.0,550000.0
2329,7,2015,63000,1,0,1,20.14,1498.0,88.8,5.0,511000.00000000006
2330,10,2012,27014,0,0,1,16.25,1198.0,75.0,5.0,219000.0
2331,3,2012,90906,1,0,1,20.54,1598.0,103.6,5.0,425000.0
2332,6,2013,61202,1,1,1,11.18,2696.0,184.0,7.0,1450000.0
2333,10,2014,51000,1,0,1,19.87,1461.0,83.14,5.0,565000.0
2334,1,2016,88008,1,1,2,12.9,2755.0,174.5,7.0,2250000.0
2336,7,2004,160000,0,1,2,11.3,1794.0,125.0,5.0,150000.0
2337,8,2012,42591,0,0,1,20.36,1197.0,78.9,5.0,320000.0
2338,2,2012,67000,1,0,1,23.0,1396.0,90.0,5.0,450000.0
2339,11,2014,48000,1,0,2,25.8,1498.0,98.6,5.0,450000.0
2340,7,2014,97000,1,1,1,22.32,1582.0,126.32,5.0,800000.0
2341,10,2018,10000,1,1,1,17.9,2143.0,136.0,5.0,2890000.0
2342,4,2015,56900,1,0,1,20.14,1498.0,88.8,5.0,409999.99999999994
2345,6,2014,85512,1,0,1,22.9,1248.0,74.0,5.0,580000.0
2346,3,2013,234000,1,0,2,14.0,2489.0,95.0,8.0,350000.0
2347,2,2013,36000,1,0,2,22.7,1498.0,89.84,5.0,635000.0
2348,5,2015,36096,1,0,1,15.1,2179.0,140.0,7.0,885000.0
2349,6,2010,111111,0,0,2,18.6,1199.0,79.4,5.0,200000.0
2350,2,2012,73000,0,0,1,17.01,1591.0,121.3,5.0,550000.0
2351,9,2014,44300,0,0,2,18.9,1197.0,82.0,5.0,229999.99999999997
2352,2,2014,74500,1,0,1,19.01,1461.0,108.45,5.0,795000.0
2353,4,2016,21495,0,0,1,19.1,1197.0,81.86,5.0,616000.0
2354,5,2012,59000,0,0,1,20.36,1197.0,78.9,5.0,285000.0
2355,5,2016,23000,0,1,1,13.7,1991.0,183.0,5.0,2500000.0
2356,4,2008,50135,1,0,1,15.8,2148.0,170.0,5.0,1036000.0
2357,5,2016,25000,0,1,1,15.04,1991.0,183.0,5.0,2600000.0
2358,9,2013,47000,1,0,1,22.32,1582.0,126.32,5.0,434999.99999999994
2360,5,2015,53503,1,0,1,26.59,1248.0,74.0,5.0,500000.0
2361,1,2014,47003,0,0,1,20.36,1197.0,78.9,5.0,367000.0
2362,5,2014,80000,1,0,1,14.0,2179.0,138.1,7.0,600000.0
2363,4,2018,20492,0,0,1,18.9,1197.0,82.0,5.0,634000.0
2364,3,2012,17000,0,1,2,16.82,1998.0,189.08,4.0,2200000.0
2365,5,2006,79000,0,0,2,13.4,1794.0,125.0,5.0,167000.0
2366,9,2014,27000,0,0,1,14.28,1798.0,138.03,5.0,795000.0
2367,8,2018,28786,0,0,1,10.4,2393.0,163.5,5.0,974000.0
2368,3,2011,143354,1,0,2,16.0,1997.0,140.0,7.0,600000.0
2370,10,2013,21000,0,1,1,17.44,1998.0,189.08,4.0,2150000.0
2372,7,2009,73000,1,0,2,21.1,1248.0,73.9,5.0,235000.0
2373,5,2012,74000,1,0,2,22.07,1199.0,73.9,5.0,265000.0
2374,8,2011,65423,0,0,1,20.36,1197.0,78.9,5.0,316000.0
2375,7,2009,65000,0,0,2,19.0,998.0,66.1,5.0,204999.99999999997
2377,6,2014,55277,0,0,1,20.51,998.0,67.04,5.0,390000.0
2378,4,2017,50808,1,0,2,24.2,1498.0,98.6,7.0,668000.0
2379,7,2017,52000,0,0,2,21.1,814.0,55.2,5.0,350000.0
2380,10,2017,32000,0,1,1,14.84,1598.0,103.52,5.0,811000.0
2381,5,2017,25000,1,0,1,28.09,1248.0,88.5,5.0,830000.0000000001
2382,4,2016,23218,1,1,1,15.26,2143.0,203.2,5.0,4561000.0
2384,5,2017,40000,1,0,1,24.3,1248.0,88.5,5.0,785000.0
2386,9,2014,25135,1,0,1,24.0,1120.0,70.0,5.0,375000.0
2387,5,2017,65000,1,0,1,25.47,1248.0,88.5,7.0,765000.0
2388,1,2013,40000,0,0,1,17.0,1197.0,80.0,5.0,490000.00000000006
2389,4,2018,24500,1,1,1,16.0,2179.0,140.0,7.0,1652000.0
2390,8,2016,56674,0,1,1,13.7,1798.0,157.75,5.0,1405000.0
2391,8,2016,51950,0,0,1,20.73,1373.0,91.1,5.0,675000.0
2392,9,2016,51000,1,0,1,19.67,1582.0,126.2,5.0,919999.9999999999
2394,3,2008,114750,0,0,2,17.0,1497.0,118.0,5.0,275000.0
2395,6,2016,107890,1,0,1,13.5,2198.0,157.7,7.0,2050000.0
2396,11,2012,64000,1,0,1,21.9,1396.0,90.0,5.0,425000.0
2397,9,2016,21460,0,0,1,17.0,1497.0,121.36,5.0,600000.0
2398,4,2015,29634,0,0,2,17.0,1197.0,80.0,5.0,600000.0
2399,1,2008,52000,0,0,1,16.1,1298.0,88.2,5.0,241000.0
2400,6,2015,33000,0,1,1,19.0,1199.0,88.7,5.0,725000.0
2401,8,2014,89230,1,0,1,11.1,2400.0,200.0,7.0,2365000.0
2402,5,2016,27000,0,0,1,21.4,1197.0,83.1,5.0,650000.0
2403,8,2017,72524,1,1,2,17.9,2143.0,136.0,5.0,1805999.9999999998
2404,6,2016,73000,0,0,1,25.17,799.0,53.3,5.0,320000.0
2405,4,2017,21740,0,0,1,18.16,1196.0,86.8,5.0,642000.0
2406,7,2015,59000,1,0,1,13.0,2982.0,168.5,7.0,2300000.0
2407,3,2013,83432,0,0,1,17.0,1497.0,118.0,5.0,590000.0
2408,11,2014,87200,1,0,1,15.4,2523.0,75.0,7.0,775000.0
2409,6,2012,88000,1,1,1,13.2,1995.0,170.0,5.0,1500000.0
2410,7,2017,48324,1,0,1,24.3,1248.0,88.5,5.0,900000.0
2411,5,2011,51000,0,1,1,11.74,1796.0,186.0,5.0,1150000.0
2412,9,2012,24000,0,0,2,17.01,1591.0,121.3,5.0,620000.0
2413,8,2017,20773,1,0,1,24.0,1186.0,73.97,5.0,592000.0
2414,9,2016,22000,1,0,1,20.14,1498.0,88.0,5.0,629000.0
2415,8,2014,66355,0,0,1,18.0,1198.0,86.7,5.0,412000.0
2416,11,2007,115800,0,1,3,10.1,2354.0,152.0,5.0,380000.0
2417,1,2014,41125,0,0,1,17.92,1086.0,62.1,5.0,270000.0
2418,4,2017,43812,1,1,1,15.0,2143.0,107.3,5.0,2028000.0
2419,5,2014,69876,0,0,1,18.0,1198.0,86.7,5.0,390000.0
2420,11,2014,102000,1,1,2,12.55,2982.0,168.5,7.0,1650000.0
2421,11,2011,68000,0,0,1,17.01,1591.0,121.3,5.0,370000.0
2422,5,2016,12000,1,1,1,10.5,2993.0,271.23,4.0,7900000.0
2423,10,2013,25000,1,1,1,22.69,1995.0,190.0,5.0,1798999.9999999998
2424,7,2013,51873,1,0,1,21.9,1396.0,88.76,5.0,390000.0
2425,3,2012,72500,1,0,1,18.5,1399.0,68.0,5.0,312000.0
2426,11,2007,83000,0,0,1,14.0,1061.0,64.0,5.0,165000.0
2427,9,2015,39871,0,0,1,19.1,1197.0,81.86,5.0,350000.0
2428,3,2015,82000,1,0,2,14.02,2179.0,118.3,7.0,484999.99999999994
2429,4,2018,23152,1,1,1,19.27,2143.0,167.62,5.0,3922000.0
2430,9,2007,71600,0,0,2,20.36,1197.0,78.9,5.0,200000.0
2431,10,2010,122000,1,0,2,11.5,2982.0,171.0,7.0,1044999.9999999999
2432,3,2016,29277,0,1,1,19.16,2494.0,158.2,5.0,2700000.0
2434,9,2014,42000,0,0,1,19.1,1197.0,81.86,5.0,345000.0
2435,8,2016,61823,0,0,1,18.6,1197.0,81.83,5.0,614000.0
2438,6,2011,110000,1,0,1,28.4,1248.0,73.75,5.0,400000.0
2439,9,2010,38446,0,0,1,17.0,1497.0,118.0,5.0,259000.0
2440,5,2017,33000,1,0,1,27.39,1248.0,74.0,5.0,696000.0
2442,7,2016,70000,0,0,1,21.1,814.0,55.2,5.0,300000.0
2443,5,2012,68038,1,0,1,20.14,1498.0,88.0,5.0,360000.0
2444,4,2014,55012,1,0,2,25.44,936.0,57.6,5.0,370000.0
2445,1,2013,55000,1,1,1,22.48,1995.0,190.0,5.0,2175000.0
2446,10,2017,25000,1,1,1,17.9,2143.0,170.0,5.0,4500000.0
2447,4,2011,46808,0,0,2,24.07,998.0,67.1,5.0,319000.0
2448,4,2015,65743,0,0,1,20.14,1197.0,81.86,5.0,620000.0
2449,4,2013,64466,0,0,1,19.81,1086.0,68.05,5.0,396000.0
2451,7,2016,80000,1,0,1,23.4,1248.0,74.0,5.0,450000.0
2452,10,2017,69000,1,0,1,25.4,1186.0,73.97,5.0,355000.0
2453,3,2014,79200,1,0,1,22.71,1461.0,84.8,5.0,550000.0
2454,10,2016,29477,0,0,1,15.8,1591.0,121.3,5.0,1025000.0
2456,11,2014,25000,0,0,2,18.5,1197.0,85.8,5.0,350000.0
2457,5,2014,67668,1,0,1,23.08,1461.0,63.12,5.0,310000.0
2458,6,2010,78000,0,0,1,17.5,1198.0,75.0,5.0,325000.0
2459,10,2017,30000,1,0,1,23.0,1498.0,98.96,5.0,899000.0
2460,9,2015,70623,0,0,1,15.04,1598.0,103.6,5.0,399000.0
2461,10,2015,54000,1,0,2,19.01,1461.0,108.5,5.0,600000.0
2462,10,2015,48000,1,1,1,15.73,1968.0,174.33,5.0,1825000.0
2463,5,2012,62000,1,0,1,12.99,2494.0,100.0,7.0,775000.0
2464,5,2017,47000,0,0,2,17.57,1193.0,88.7,5.0,450000.0
2465,2,2014,171000,1,0,1,11.5,2982.0,171.0,7.0,1675000.0
2466,11,2012,108000,1,1,1,16.09,1995.0,184.0,5.0,1750000.0
2467,3,2016,41000,1,0,1,22.7,1598.0,118.0,5.0,770000.0
2468,11,2012,66000,0,0,2,17.0,1497.0,118.0,5.0,445000.0
2469,7,2015,144000,1,0,1,26.59,1248.0,74.0,5.0,525000.0
2470,8,2017,23806,1,1,1,22.69,1995.0,190.0,5.0,3365999.9999999995
2471,3,2013,89000,0,1,2,19.34,1198.0,76.0,5.0,280000.0
2473,4,2018,68737,1,0,1,26.21,1248.0,88.5,5.0,932000.0
2474,4,2017,23106,1,1,1,17.9,2143.0,136.0,5.0,2743000.0
2475,5,2015,31250,1,0,1,24.5,1498.0,98.6,7.0,650000.0
2476,5,2014,77795,1,0,1,12.99,2494.0,100.6,8.0,950000.0
2477,8,2015,47759,1,1,1,14.74,2993.0,270.9,5.0,3180000.0
2478,3,2013,67620,0,0,2,17.6,1496.0,88.8,5.0,420000.0
2479,8,2013,44378,1,0,1,25.44,936.0,57.6,5.0,385000.0
2480,5,2012,64709,0,0,2,12.8,2354.0,177.6,5.0,600000.0
2481,6,2007,76161,0,0,1,19.7,796.0,46.3,5.0,165000.0
2482,2,2013,58410,1,1,1,19.3,1968.0,141.0,5.0,1450000.0
2484,3,2016,11000,1,1,1,17.11,1968.0,174.33,5.0,2800000.0
2485,8,2017,45362,1,0,1,24.3,1248.0,88.5,5.0,938000.0000000001
2486,8,2016,59767,0,0,1,18.9,1197.0,82.0,5.0,478000.0
2487,3,2003,70000,0,0,2,13.4,1794.0,125.0,5.0,170000.0
2488,4,2019,14233,1,1,1,17.6,2179.0,153.86,7.0,1785000.0000000002
2489,11,2010,72000,0,0,2,17.0,1197.0,80.0,5.0,275000.0
2490,10,2014,11000,0,0,1,17.01,1591.0,121.3,5.0,595000.0
2491,10,2011,39000,0,0,1,14.0,796.0,35.0,5.0,150000.0
2492,8,2019,19855,0,0,1,24.7,796.0,47.3,5.0,380000.0
2493,2,2017,20149,1,1,1,19.27,2143.0,167.62,5.0,3850000.0
2494,7,2011,70000,0,0,1,19.81,1086.0,68.05,5.0,215000.0
2495,10,2010,62004,0,1,2,14.67,1798.0,177.46,5.0,375000.0
2496,10,2016,25500,1,1,1,21.5,1498.0,108.5,5.0,894999.9999999999
2498,11,2010,61700,0,0,1,14.8,1799.0,130.2,5.0,295000.0
2499,4,2010,59660,0,1,1,12.05,1995.0,154.0,5.0,1049000.0
2500,6,2007,69775,0,0,2,17.92,1086.0,62.1,5.0,185000.0
2502,7,2009,88000,0,1,1,11.1,2354.0,142.0,5.0,525000.0
